OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00067943,E01013460,275,1,1,2,3,2,2,3,2,0,1,1,1,2,0,2,0,0,1,2,0,17,11,20,12,24,7,7,3,7,11,8,4,2,5,4,2,6,5,5,4,4,3,5,2,8,2,1,4,2,3,1,2,3,1,3,3,5,0,3,0,4,2,0,1,1,1,1,0,1,2,3,4,0,0,0,0,1,2,3,0,0,0,0,2,0,1,0,0,0,0,1
E00067949,E01013460,302,1,3,2,4,3,5,4,3,2,8,3,4,0,4,1,1,1,3,5,1,9,12,21,22,15,10,10,9,8,8,2,7,6,7,4,6,2,4,4,2,7,1,4,1,5,2,2,1,2,2,1,1,5,0,2,4,4,2,0,2,2,3,2,1,0,0,0,2,1,1,0,2,1,0,1,2,0,1,1,2,1,0,0,1,2,0,2,0,0,0,0
E00067967,E01013461,398,2,0,5,3,3,5,5,1,1,5,2,5,0,3,0,5,1,4,7,2,2,1,2,1,1,1,4,3,2,4,4,2,2,4,5,9,7,1,2,3,6,3,4,4,4,4,3,7,3,3,4,6,9,6,7,3,3,11,7,8,11,5,3,11,8,10,9,9,10,9,5,11,5,7,11,7,6,2,2,2,4,3,4,3,3,2,1,3,0,1,7
E00067996,E01013461,301,5,5,2,5,5,1,2,4,3,4,4,3,3,8,2,6,3,2,5,0,3,0,2,2,1,1,1,5,4,2,3,2,1,3,6,3,1,3,4,3,3,1,1,1,3,5,3,7,6,4,5,7,7,4,7,1,10,6,2,2,9,2,4,6,6,5,3,7,8,3,4,10,2,2,1,1,0,5,3,2,0,2,1,1,0,2,0,2,2,0,1
E00067998,E01013461,256,0,1,5,4,0,2,4,6,7,2,3,2,0,2,0,2,2,4,1,1,2,3,2,2,6,1,1,5,3,0,2,4,2,1,0,2,2,5,0,4,2,4,2,2,3,6,3,4,4,5,9,5,3,6,5,4,6,4,5,3,2,4,2,1,1,2,7,7,3,3,3,3,4,1,1,3,2,5,2,5,1,1,4,2,2,0,2,0,0,0,3
E00067999,E01013461,220,2,1,3,3,2,3,4,4,2,3,2,0,0,3,1,0,1,0,1,1,0,0,1,4,3,3,1,2,2,2,1,1,2,1,4,0,3,3,0,0,3,3,3,2,0,1,3,1,1,0,6,2,1,2,3,5,3,3,3,5,1,5,3,4,4,2,6,6,5,4,4,6,3,1,5,4,5,3,3,3,4,2,1,1,4,3,3,2,1,1,2
E00068005,E01013461,441,2,3,4,7,9,4,2,1,3,10,6,8,4,10,3,6,3,11,9,2,11,7,7,3,3,3,4,5,2,0,5,0,1,7,4,5,4,3,3,7,4,8,8,6,9,6,8,8,7,11,7,10,6,6,8,6,7,4,1,2,5,11,5,4,3,6,4,1,7,8,9,3,7,4,5,2,6,6,0,1,3,3,2,2,3,3,0,0,1,1,3
E00067965,E01013462,302,5,6,7,5,10,7,6,6,4,6,4,4,3,0,1,1,5,5,4,2,0,0,0,3,2,2,3,5,1,0,4,2,5,1,1,6,10,8,2,6,3,4,4,6,3,4,3,8,4,4,5,10,2,4,3,3,3,4,4,10,1,5,8,2,0,4,4,7,4,1,0,3,1,0,0,0,4,1,0,1,1,1,2,1,2,0,1,0,0,0,5
E00067966,E01013462,337,4,5,8,6,1,3,6,4,4,6,5,6,6,5,4,7,4,3,4,3,3,0,8,4,2,6,6,1,4,8,5,4,1,5,4,7,4,5,1,2,3,4,7,7,6,8,3,3,7,8,7,6,2,10,6,4,4,7,5,1,6,2,0,1,2,2,3,4,3,3,5,0,1,1,3,1,0,1,5,1,1,2,0,1,1,0,0,1,1,1,3
E00067993,E01013462,312,3,1,7,7,2,5,4,5,2,7,2,3,3,3,2,4,0,5,2,3,4,4,3,1,4,4,5,2,3,3,6,3,6,4,1,4,4,4,7,4,5,3,5,7,2,3,9,5,3,7,5,5,3,5,6,4,2,5,3,2,2,1,3,3,0,1,3,0,10,5,4,2,3,3,0,2,1,3,4,1,0,0,1,1,2,2,6,3,3,2,6
