OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00166208,E01008169,502,13,10,9,12,13,15,16,13,13,14,11,11,11,12,14,10,11,17,12,15,6,10,10,4,6,5,7,7,8,7,6,6,10,4,3,5,3,4,3,2,6,5,8,1,3,1,5,4,4,4,3,3,6,3,2,2,5,7,8,2,4,6,4,1,1,1,4,6,3,4,5,2,1,2,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
E00166209,E01008169,238,14,6,7,12,14,11,14,3,9,6,9,3,3,7,4,8,4,9,3,10,3,3,3,1,2,2,2,5,4,6,3,2,3,3,0,1,1,0,1,3,0,2,3,1,1,1,0,2,3,2,1,2,1,1,2,0,2,1,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166213,E01008169,206,2,3,3,3,6,3,3,5,9,3,6,3,6,6,1,8,5,3,6,7,1,2,4,4,3,3,2,3,2,2,2,2,2,1,6,3,0,1,3,3,3,0,0,2,0,1,2,3,2,2,4,2,2,2,3,5,0,2,3,1,3,5,2,5,1,0,3,0,2,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
E00041399,E01008170,274,2,1,5,2,1,1,1,1,0,3,6,3,0,0,4,3,2,4,1,5,5,3,3,5,4,7,5,6,6,5,5,6,4,2,6,7,2,1,5,4,7,4,4,6,2,5,8,5,5,0,6,6,6,5,4,1,0,3,2,1,4,5,1,1,1,4,2,3,3,6,4,2,1,2,3,2,4,1,2,2,0,0,1,1,0,1,1,0,0,0,1
E00041404,E01008170,352,2,2,4,4,1,4,1,2,4,1,3,4,4,4,2,7,5,13,7,7,4,2,6,6,6,4,10,6,9,7,6,6,3,2,4,4,2,3,2,4,4,3,2,3,6,5,7,5,7,7,12,4,12,2,12,3,5,8,7,2,4,3,4,5,3,6,3,2,6,3,2,0,2,2,3,2,2,2,0,0,0,2,1,0,2,0,0,0,0,0,0
E00041405,E01008170,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,3,0,0,2,3,2,2,1,5,3,2,6,2,2,4,2,3,3,3,3,2,4,1,3,5,7,2,1,5,1,5,3,4,4,2,3,2,5,1,6,2,3,0,3,0,1,2,3
E00041406,E01008170,342,4,6,12,2,6,5,5,6,2,6,4,8,4,3,3,2,0,4,2,3,7,5,3,6,8,6,4,11,12,13,5,6,5,13,2,10,12,7,6,8,5,6,9,4,8,1,2,2,2,4,4,5,4,4,5,5,3,0,4,4,4,1,2,3,1,1,0,1,1,2,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
E00041409,E01008170,282,10,5,5,3,2,0,3,1,2,2,2,4,5,1,3,2,1,7,4,5,5,0,1,4,7,9,9,5,5,4,8,5,3,3,2,0,9,5,3,6,5,2,4,4,6,4,4,1,6,4,0,2,4,2,2,2,2,3,5,4,7,2,5,2,5,2,1,0,5,1,2,1,1,0,1,0,3,1,1,1,2,2,0,3,2,2,1,0,0,0,3
E00166170,E01008170,120,1,1,1,0,2,0,0,1,1,1,0,2,0,0,1,0,2,1,5,0,2,5,0,3,2,1,4,3,2,4,1,2,0,3,0,1,0,1,0,1,4,1,3,3,2,2,1,3,3,3,0,3,2,5,0,2,0,4,1,1,1,0,0,0,1,4,0,2,2,3,1,1,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0,1,0,0
E00166190,E01008170,270,5,5,1,3,2,2,1,3,1,0,1,1,2,0,0,1,4,3,2,3,3,4,4,5,3,8,8,13,7,9,7,5,15,8,7,3,4,1,6,3,4,4,6,3,1,1,1,6,5,2,5,2,4,5,4,3,0,4,0,1,3,2,4,2,3,2,4,2,2,2,0,1,1,5,0,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,4
